,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.00710904598236,0.00137972831726,0.214285714286,0.218181818182,0.001,1.0000000000000001e-09,"{'C': 0.001, 'gamma': 1.0000000000000001e-09}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000150855905836,0.000406098513457,0.0,0.0
1,0.00736045837402,0.00172203779221,0.214285714286,0.218181818182,0.001,2.1544346900318822e-08,"{'C': 0.001, 'gamma': 2.1544346900318822e-08}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000483821589532,0.000438419982344,0.0,0.0
2,0.00822877883911,0.00125676393509,0.214285714286,0.218181818182,0.001,4.6415888336127725e-07,"{'C': 0.001, 'gamma': 4.6415888336127725e-07}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000932382074419,0.000148739124544,0.0,0.0
3,0.00845217704773,0.00170999765396,0.214285714286,0.218181818182,0.001,1.0000000000000001e-05,"{'C': 0.001, 'gamma': 1.0000000000000001e-05}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.00146689913391,0.000563991139589,0.0,0.0
4,0.00785320997238,0.00204753875732,0.214285714286,0.218181818182,0.001,0.00021544346900318823,"{'C': 0.001, 'gamma': 0.00021544346900318823}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000916648224156,0.00081607125559,0.0,0.0
5,0.00755095481873,0.00268000364304,0.214285714286,0.218181818182,0.001,0.0046415888336127729,"{'C': 0.001, 'gamma': 0.0046415888336127729}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.00042814610061,0.00130777828759,0.0,0.0
6,0.0080372095108,0.00174355506897,0.214285714286,0.218181818182,0.001,0.10000000000000001,"{'C': 0.001, 'gamma': 0.10000000000000001}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000666035828181,0.00030204307784,0.0,0.0
7,0.00757324695587,0.0020318031311,0.214285714286,0.218181818182,0.001,2.154434690031878,"{'C': 0.001, 'gamma': 2.154434690031878}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000149245222078,0.000978902482128,0.0,0.0
8,0.00782752037048,0.0017117857933,0.214285714286,0.218181818182,0.001,46.415888336127729,"{'C': 0.001, 'gamma': 46.415888336127729}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000312695805762,0.000393635838678,0.0,0.0
9,0.00831127166748,0.00160026550293,0.214285714286,0.218181818182,0.001,1000.0,"{'C': 0.001, 'gamma': 1000.0}",23,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.214285714286,0.218181818182,0.000962255834587,0.000478792562153,0.0,0.0
