,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,param_min_samples_leaf,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.597315013409,0.0108387470245,0.609467455621,0.989275147929,auto,1,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 1}",17,0.579881656805,0.988165680473,0.621301775148,0.989644970414,0.603550295858,0.991124260355,0.633136094675,0.988165680473,0.00498494975428,0.000601929551054,0.0200660650388,0.00122656242247
1,5.88225400448,0.106835961342,0.612426035503,0.989275147929,auto,1,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 1}",15,0.603550295858,0.988165680473,0.621301775148,0.989644970414,0.615384615385,0.991124260355,0.609467455621,0.988165680473,0.0195713379186,0.00359129396234,0.00661558573225,0.00122656242247
2,29.2602822781,0.505295753479,0.615384615385,0.989275147929,auto,1,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 1}",13,0.585798816568,0.988165680473,0.627218934911,0.989644970414,0.633136094675,0.991124260355,0.615384615385,0.988165680473,0.141398152093,0.00889867194898,0.0182379112514,0.00122656242247
3,0.51424741745,0.0101437568665,0.621301775148,0.936020710059,auto,2,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 2}",10,0.615384615385,0.930473372781,0.644970414201,0.936390532544,0.615384615385,0.943786982249,0.609467455621,0.933431952663,0.00621989015479,0.000496537672979,0.0138769697036,0.00494788763323
4,5.01478850842,0.094441473484,0.618343195266,0.93676035503,auto,2,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 2}",12,0.627218934911,0.92899408284,0.615384615385,0.942307692308,0.633136094675,0.939349112426,0.597633136095,0.936390532544,0.0233671139402,0.00257061060806,0.0135579162573,0.00494788763323
5,25.1364697218,0.46990942955,0.60798816568,0.936020710059,auto,2,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 2}",18,0.591715976331,0.927514792899,0.609467455621,0.940828402367,0.639053254438,0.937869822485,0.591715976331,0.937869822485,0.13638997165,0.00291245365248,0.0193442260808,0.00505724642425
6,0.456972956657,0.0109192728996,0.615384615385,0.891272189349,auto,3,100,"{'max_features': 'auto', 'n_estimators': 100, 'min_samples_leaf': 3}",13,0.644970414201,0.887573964497,0.615384615385,0.897928994083,0.603550295858,0.883136094675,0.597633136095,0.896449704142,0.011783846911,0.000654781488249,0.0182379112514,0.00614395256133
7,4.48534673452,0.0896902084351,0.610946745562,0.889792899408,auto,3,1000,"{'max_features': 'auto', 'n_estimators': 1000, 'min_samples_leaf': 3}",16,0.615384615385,0.880177514793,0.609467455621,0.897928994083,0.627218934911,0.89349112426,0.591715976331,0.887573964497,0.00787221141066,0.00326867514389,0.0128110266832,0.00665680473373
8,22.7389423251,0.457794189453,0.621301775148,0.89349112426,auto,3,5000,"{'max_features': 'auto', 'n_estimators': 5000, 'min_samples_leaf': 3}",10,0.627218934911,0.886094674556,0.609467455621,0.900887573964,0.639053254438,0.897928994083,0.609467455621,0.889053254438,0.32908302411,0.0267498495452,0.012552191382,0.00609926867695
9,0.456520736217,0.013750731945,0.64201183432,0.989275147929,log2,1,100,"{'max_features': 'log2', 'n_estimators': 100, 'min_samples_leaf': 1}",1,0.668639053254,0.988165680473,0.609467455621,0.989644970414,0.662721893491,0.991124260355,0.627218934911,0.988165680473,0.0131499683955,0.00143594151687,0.0245758102453,0.00122656242247
