,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.304240822792,0.0500001907349,0.234234234234,0.238095238095,0.001,1.0000000000000001e-09,"{'C': 0.001, 'gamma': 1.0000000000000001e-09}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00667445617549,0.00307657007038,0.0,0.0
1,0.296973526478,0.0527719259262,0.234234234234,0.238095238095,0.001,2.1544346900318822e-08,"{'C': 0.001, 'gamma': 2.1544346900318822e-08}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00445395309656,0.00355689193643,0.0,0.0
2,0.298618972301,0.0547717809677,0.234234234234,0.238095238095,0.001,4.6415888336127725e-07,"{'C': 0.001, 'gamma': 4.6415888336127725e-07}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00408000763775,0.00225144179959,0.0,0.0
3,0.294611513615,0.0540457963943,0.234234234234,0.238095238095,0.001,1.0000000000000001e-05,"{'C': 0.001, 'gamma': 1.0000000000000001e-05}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00687041433287,0.00299794048934,0.0,0.0
4,0.300012469292,0.0539047718048,0.234234234234,0.238095238095,0.001,0.00021544346900318823,"{'C': 0.001, 'gamma': 0.00021544346900318823}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00585377974976,0.00238246771182,0.0,0.0
5,0.293540537357,0.0550239682198,0.234234234234,0.238095238095,0.001,0.0046415888336127729,"{'C': 0.001, 'gamma': 0.0046415888336127729}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.0027405192926,0.00339233984139,0.0,0.0
6,0.295320808887,0.056048989296,0.234234234234,0.238095238095,0.001,0.10000000000000001,"{'C': 0.001, 'gamma': 0.10000000000000001}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00597968071,0.00182881387751,0.0,0.0
7,0.321843802929,0.0555240511894,0.234234234234,0.238095238095,0.001,2.154434690031878,"{'C': 0.001, 'gamma': 2.154434690031878}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00774497676172,0.00114961874344,0.0,0.0
8,0.320564985275,0.0580232739449,0.234234234234,0.238095238095,0.001,46.415888336127729,"{'C': 0.001, 'gamma': 46.415888336127729}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00336626998421,0.0017961793581,0.0,0.0
9,0.388816535473,0.0539115071297,0.234234234234,0.238095238095,0.001,1000.0,"{'C': 0.001, 'gamma': 1000.0}",18,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.234234234234,0.238095238095,0.00587065419001,0.000995477932624,0.0,0.0
